text,author,likes,replyCount,encoded
This is the most american dystopian thing i have ever seen,@ItsAubreeyy,0,0,"[-0.0016773144, 0.007868115]"
"Whats the deal with this, the US takes over Gaza and builds this monstrosity and then trump claims it as his?",@Stonemonkie1,0,0,"[-0.016108766, -0.050448928]"
"This is just disgusting, inhuman, cynical and clearly insane! 🤮🤮🤮",@jolandamusic,3,0,"[0.004280268, -0.0014894209]"
Kogo wyscie wybrali 😡😡😡,@Lola-k8t,1,0,"[-0.020922052, 0.010594202]"
Women with beard… DEI pride,@CarlosLopez-di3yg,0,0,"[-0.01077058, -0.063245766]"
Hunger games real life what a dysttopian time to live,@bolars6521,0,0,"[-0.010663443, 0.0047633904]"
Ita beautiful guys 🤩.....joking ...i remember watching this in a movie once....it was called back to the future....they predicted this 😂,@frankraym,0,0,"[-0.048560105, 0.04303235]"
This is nuts great reporting guardian,@vvalasek,0,0,"[0.009415879, 0.022674264]"
"This is beyond henous, sick and disturbing ! I'm horrified and embarrassed!",@kathrynmoore5727,40,2,"[0.0011765279, -0.027906375]"
Hopefully the rest of the USA realizes that this Trump is 100% psycho!!!,@haco.lemonde,1,0,"[0.029807944, 0.0037098615]"
I’m sorry for the evil we do in this world,@tooturnt5465,0,0,"[-0.0030764253, -0.017190363]"
American is my favourite TV Show Starring President Trump 😂😂😂😂😂😂🎉🎉🎉🎉,@mobisnest3205,2,0,"[0.0015067507, -0.060685724]"
👍🏆🍾,@Bokmalen70,0,0,"[-0.010790561, 0.037765387]"
Give him medicine....😢,@М.с-д9м,0,0,"[0.017872186, -0.031221785]"
"WTH what did I just witness, after doing so much to Palestine he wants to do the dumbest things bro doesn’t have common sense he is delusional frfr",@nailashah2218,1,0,"[-0.015579079, -0.06001226]"
It's the natural consequence of Capitalism and SocialDarwinism,@istenaldja,0,0,"[-0.025950897, 0.02808685]"
The United States of TRUMP,@ilyes9890,2,0,"[-0.018125083, 0.020113813]"
"-Mom, mom! Look there's a shell!-No, Kim. It's a part of a human skull.-Can I take it home so I could use it as a Halloween decoration?-Ah, ok.",@olgapetz8742,3,0,"[0.011604132, -0.0028531542]"
"Donald the world is not a shop window, the planet is not for sale. You can't  measure everything in money.",@darthvaider5965,2,0,"[0.08225313, -0.016558025]"
Ohrwurm😂,@groguthechild6178,0,0,"[-0.047977723, 0.013626583]"
Golden age,@lucahebenstreit,1,0,"[-0.027106732, 0.024040867]"
And this is a bad idea because... ?,@scaryperi3051,2,1,"[0.012038435, -0.02086511]"
"American people, you voted for Trump and he will bring trouble to the whole world. He will never leave the presidency. All your taxes will be spent on the destruction of other countries.",@gulsahayazgok192,2,1,"[0.009430685, -0.006443812]"
Where can i download the whole song?,@jewmanstern199,1,0,"[-0.0027214142, 0.006612127]"
Sickening,@sue.yessimmons4204,43,0,"[-0.015580422, 0.026232217]"
What a joke this has become.,@Mg9P,0,0,"[0.029101426, -0.0133053865]"
Question?  Why dancing men?,@michelleschneider5714,2,0,"[-0.015924018, -0.027849322]"
"I love Donald Trump because I love truth, and I hate hypocrisy. Donald Trump is not responsible for the genocides in Gaza. He is even the one that force the killers to negotiate 😉",@Bregme,0,0,"[0.009892237, -0.037702445]"
"No True. USA  no Come Gaza, Palestiina is free",@esaastamoinen,0,0,"[-0.01376055, 0.001092135]"
"0,15min Taliban-Dance",@xxmoritz_gerxx-2866,1,0,"[-0.04101062, -0.05134841]"
"Has anyone noticed the Hula Dancers look like Don Jr? I'm getting the feeling whoever generated this video is subtly mocking the President and his ridiculous, sickening vision. And he doesn't even pick up on it...",@AHaight98,1,0,"[-0.040781785, 0.0057069105]"
😂😂😂,@kanaf181,0,0,"[-0.010790561, 0.037765387]"
Exodus 32: 19-35 😮,@agrannynanny,0,3,"[0.018719232, 0.035619736]"
"0:42 ""[...] this could be something that could be so bad [...]""  ...or when a liar is betrayed by his own ""social truth"" . Q.E.D.",@FinnBELL,0,0,"[0.025579574, 0.008805927]"
"‘The reviera of the Middle East, that could be something so ba…, erm.. this could be something so magnificent…..’ sometimes the truth fights its way up through all the lies, isn’t it Donny?",@Baskerville1000,0,0,"[0.011216769, -0.035692934]"
Wonder what all the Palestinians think who voted for Trump. Trump Gaza I can’t wait to visit.😅😅😅😅,@Naturally-Techchick,1,0,"[0.0024254357, -0.046725005]"
"Even if you put the immorality aside, they guy's just tacky",@Animemaniacman,0,0,"[-0.031410262, 0.021311259]"
We’re crossing lines we didn’t even think existed.,@giorgiorosa4402,845,2,"[0.033789124, -0.01183945]"
"All the people posting ""it's impossible"" comments forget that the Middle East has great potential - look at UAE, KSA, etc. Beirut used to be the Paris of the Middle East. Why not Gaza too? Anyone can dream, and free markets, technology and capitalism are strong motors for progress.",@BernhardKohli,0,1,"[-0.0019135816, -0.021818588]"
"i never want to hear ""at least we now have a president that can speak coherently"" again because just no",@extazy9944,1,0,"[0.039909616, -0.0076003135]"
Do they have no shame?,@FrancoisvanderMensbrugghe,1,0,"[-0.040472716, -0.004390616]"
That is the abomination of desolation,@craigriddell1169,0,0,"[0.01894586, -0.0038812547]"
Trump ist the best President for the United Staats of Israel  !  I Hope the usa get a President that loves so much his Country 😊,@hassanhamsa8,2,0,"[-0.0015956832, -0.023083381]"
This gives me North Korea vibes,@HaukePlayz,0,0,"[-0.028521847, -0.041391164]"
"I just realised…. 🤡Trump’s son, has bought many shares  in AI Technology - so the more U - We click on the AI GAZA  EVIL video, The Richer they become!!!",@hegevanderpol2204,0,2,"[-0.0032903594, -0.04464442]"
The President of the USA lost his mind...,@diegoasturias9252,2,0,"[0.031373322, -0.031110045]"
Hyped to visit Trump Gaza!Looks beautiful and glorious!,@nuclearpikmin5484,1,0,"[0.015431764, -0.055840116]"
اقسم بالله زوال امريكا قريب وليس اسرائيل فقط,@AAY977,2,0,"[-0.024186231, 0.047849067]"
In ww2 germans created funny images of yews with funny noses. Nothing bad with that. We all laughed. Till we saw the next steps. Nothing bad showing a rebuild country where its bearded citizens entertain the world people with belly dances.,@TauvicRitter,0,0,"[-0.085385695, -0.018767763]"
The Golden Idol!,@acterene1,0,0,"[0.0069561745, 0.004976652]"
😂😂😂,@TriggerhappyUSA,0,0,"[-0.010790561, 0.037765387]"
I so love Trumps sense of humor. Bring it on !!,@Butterfly-t6d,0,0,"[-0.013002054, -0.022224488]"
😂,@motherofone979,0,0,"[-0.010790561, 0.037765387]"
“Trump Gaza: number one!” 😂,@tjm4444,0,0,"[0.017965823, -0.029821744]"
This is to remind that we are very close to 2028 the end .,@Raja-r6i,0,0,"[0.014714419, 0.043157123]"
"He really has no shame… no ethics, no empathy , no respect or dignity",@jahanshadi1934,6,2,"[0.0095617045, -0.020453481]"
"It is like to organize a colourful Disneyland in Auschwitz. Its disgusting and evil. 1st time I saw IT online I thought someone who hates Trump was mocking at him but when IT occured to be made by Trump/ his people IT came to me how crazy, dangerous and delulu is that big orange potato 🤯",@elizamarzec1257,2,0,"[0.017394658, -0.02662276]"
Evil people worship themselves in absurd ways,@roscoefoofoo,7,0,"[-0.027172765, 0.006288746]"
"looks awesome, for everyone...",@TelfLad,0,0,"[-0.042028643, 0.0042328225]"
Sicko video…,@josemata7890,1,0,"[-0.01742729, -0.02538641]"
Честно говоря очень низкое поведение от общества.,@dward-xg7tx,2,0,"[-0.035978522, 0.017684536]"
MAGAZA 🇺🇲🇮🇱,@beckslemon10090,1,0,"[-0.029005228, -0.023499286]"
Golden Age?,@Kimberly-d5x8q,1,0,"[-0.021294778, 0.029548159]"
Wonderfaul❤,@RNero-q5p,0,0,"[-0.07664791, 0.039897945]"
Interesting how all sides are upset by even a remote joke about prosperity for Gaza,@pauld4355,0,0,"[0.023138715, -0.043788154]"
You know it’s bad when even the right says this is too far,@abigailwilliamson4156,4,0,"[0.020897185, 0.009808278]"
"Si esa es la Gaza planteada es una porquería. La IA es una basura,  usen el cerebro y la inteligencia humana para algo hermoso y virtuoso, y no para la corrupción moral y económica, el libertinaje,  perversiones y pestilencia.",@TiraMisu-tq1vs,3,0,"[0.002273826, 0.014191402]"
He needs medical attention asap.,@unesesm3093,4,0,"[0.03849742, -0.014226471]"
"50,000 people died, including 20,000 children, and he wants to displace a million and a half people from Gaza so that we can see this scene? I have become convinced that you are an alien who does not live with us on Earth. Please step aside and leave us humans to solve our problems.",@DeepSaam,21,1,"[0.046656687, -0.07420327]"
If this happens then there is no justice in this world,@RichardTelles-e1u,5,0,"[0.00016606976, 0.023435561]"
"Trump really is certifiable isn't he, it wasn't a question.",@RUSH2112RUSH,0,0,"[0.05628891, -0.015600711]"
"Obscene and wicked.Was it a time to accept money and garments, olive orchards and vineyards, sheep and oxen, male servants and female servants?",@InTheBeloved77,0,0,"[-0.013160452, 0.027844587]"
وقاحة مكتسبة نتيجة صمت العالم,@hanansa2034,1,0,"[-0.02454417, 0.052623868]"
Content president is here.,@bruh5912,0,0,"[-0.021177916, 0.00344711]"
Great 🎉,@YallahYallahZugZug,2,0,"[-0.039152823, 0.024030508]"
Magnificente !It's Horrebl...,@danielluigi139,0,0,"[-0.04747179, -0.04256479]"
Tuya homomi orzu qibdi,@xasanabdaliyev,2,0,"[0.019900845, 0.01618425]"
"Sick, just sick.",@SonnyTangHKG,5,0,"[0.02965178, 0.0071512675]"
"If this was a dream, it would be a nightmare. It’s sad and disgusting that a man could stoop that low !! Shameful !!!",@stefanfoley8416,9,0,"[-0.00035186435, -0.034392435]"
Does Egypt or Jordan want Palestinians in their country?,@USA_USA_USA,2,0,"[0.0517376, -0.058810644]"
evidence saved for impending impeachment. just a matter of time before even the gop will fail to protect him.,@robertwheeler5125,2,0,"[-0.03211184, -0.006214441]"
This is idiocracy 😂,@barcaman1013,2,0,"[-0.029829312, 0.012690192]"
"Has Donald Trump any idea how much he hurts all the people that lost their lives, their future, got badly injured. How horrible it must be if one of your friends or relatives are still buried under the rubble to see this videoclip. It just sparks more anger and terror(ism). In no way this Makes America Great Again. It is an act of pure narcism.  How bizarre it is that the Republican senators are ok with this.",@WitteveenMenno,2,0,"[0.020467263, -0.0040807417]"
trump sux and that is being polite.,@robertwheeler5125,0,0,"[-0.0054630716, -0.022512082]"
America is doomed,@a.n.7761,5,0,"[0.019550225, 0.010859049]"
I thought nothing can beat skibidi toilett but thats insane,@a.n.7761,2,0,"[0.02525305, -0.033038728]"
Please... to any Trump voter out there... do you really think this is great? Please let me know!,@marcus4180,0,2,"[0.030122297, -0.0349735]"
sounds like Suno,@Kieran.percussion,0,0,"[-0.027925117, 0.038903415]"
Wah thah fuh,@lordcatapult6467,0,0,"[-0.018892711, -0.008644022]"
"People cannot afford eggs anymore, and then this.... a golden statue of Trump and Elon Musk throwing money into the air... very smart message!",@marcus4180,6,0,"[0.021168696, -0.023335867]"
If Biden made a golden statue of himself and called himself king and only hired people in his inner circle...The Guardian would have no problem with that,@nochepatada,2,1,"[-0.001254667, 0.029995464]"
"I am for this development but oppose him on Canada partition,Greenland and most policies otherwise",@LeonNikkidude,0,0,"[0.0016303709, -0.06153372]"
Just wants to be the golden idol of the Middle East .,@Johnnywalleye1,0,0,"[-0.0016729197, -0.036607556]"
"The left have zero sense of humour,  just look at the comedians they like, they cry at things like this 😂",@markzola8142,0,0,"[0.009273715, -0.029925562]"
He’s trolling the Arab countries to take charge,@SerrvantX,0,0,"[-0.0071389205, -0.033979967]"
Bizarre that there could be peace and prosperity.  That would ruin everything.,@wolcottwu756,1,0,"[-0.0034062818, 0.008660451]"
বয়স হয়েছে তাই মাথায় উল্টাপাল্টা চিন্তা আসে নেশা কেটে গেলে ট্রাম্প এসব চিন্তা থেকে সরে যাবে। 🤫,@mominsumon7102,0,0,"[-0.026279116, 0.04447532]"
"This is hilarious, but also disrespectful.",@jonathanstanley3132,2,0,"[-0.032086864, -0.003181453]"
Smoke and mirrors to divert attention away from a budget that assaults the working class while giving tax cuts to the billionaire class.,@rockfishmiller,0,0,"[0.028206086, -0.06683295]"
No body seen the guy dancers with full beards??? 👀,@lamontnathan2712,0,0,"[-0.048563015, -0.03969796]"
🥰🥰,@guillaumebernier6090,1,0,"[-0.010790561, 0.037765387]"
awesome man,@HuaweiNova-b2d,0,0,"[-0.037337504, -0.046052586]"
"Trump is totally unhinged, it is absolutely necessary for him to leave power, he is a danger to all humanity",@saltoangellosroquesvenezue6248,0,0,"[0.019679625, -0.00943529]"
lets see how many supporters go on pretzel mode,@brankobelfranin8815,0,0,"[0.022249397, -0.05027987]"
“ I don’t want to be a wise guy”,@UdiKoomran,0,0,"[-0.019078447, -0.05268012]"
Many innocents died for Trump’s dream 😂😂😢Shame on him! 😢Disgraced!,@micson22mic29,1,0,"[0.0057145515, -0.016275298]"
Looks like a series of graven images to me… weird 🥴,@rockyjames-songwritersinge5546,0,0,"[-0.049801327, -0.012025755]"
Trump is EVIL!,@threestars2164,1,1,"[-0.010511913, -0.06391329]"
Why is it the public thinks A.I. is just being created now?.We now have the means to communicate with this intelligence(that's not artificial)That's as old as time itself.We are in endless simulations to observe the different results.The world is a stage 🌎,@kenpaupst,0,0,"[-0.051878653, 0.04785012]"
Modern pharaoh 😮.,@whitemusk7691,0,0,"[-0.037738405, -0.0042860187]"
💰💰💰💰😎☀️😎💰💰💰💰,@halcyon568,0,0,"[-0.010790561, 0.037765387]"
free free Palestine,@sobuzbangla343,1,0,"[-0.018293874, -0.017560946]"
"What's next, president Camacho?",@ioanioan2657,0,0,"[0.0068827253, 0.00881919]"
Let's face the fact that the president of the US is a lunatic!!,@A-md3uz,3,0,"[-0.010688262, -0.041449722]"
I have to see the Facebook comments about this 😭,@kaynobee22,0,0,"[-0.04616298, -0.01740299]"
Let's crowdfund a time machine everybody,@nicoledreamcr4666,0,0,"[-0.019189365, -0.054385547]"
Kinda looks 🔥,@wewons,0,0,"[-0.0386597, -0.013838766]"
Why do the belly dancers have beards 😂,@Vito-2005,2,2,"[-0.036413155, -0.024705036]"
Absolute Bar Stuard!,@davec4276,0,0,"[-0.034376737, -0.070485875]"
“ That’s disturbing.” Double D Ed Ed and Eddie,@ryno_8848,0,0,"[0.005227502, -0.036416445]"
"So, he shares a cartoonish version of the possibilities of what Gaza could become. I don't see any harm in that. I'm quite sure the average Gazan would rather live in luxury than what they've been living in for almost a century now.",@jamesiii2330,0,0,"[-0.013483846, -0.065128215]"
Awesome!!!,@Valentin3sArt,0,0,"[-0.067025915, -0.01367246]"
there are no words..... 🤢,@krisztinabencze4726,2,0,"[0.021734638, -0.041255694]"
I actually love this; let’s make it happen.,@mattyboy999,0,0,"[-0.06594371, -0.015448537]"
He’s delusional,@dwaynesmith6200,0,0,"[0.028948436, -0.055991326]"
Truly Appalling,@muckstickysoviet,0,0,"[-0.029884843, -0.0055782218]"
Feast and dance the DEAL IS DONE,@shadowfax88,0,0,"[0.041327, -0.029892642]"
Only when you thought you have seen it all,@EthanBlake2,2,0,"[-0.0033497876, -0.014573972]"
Breaded belly dancers are next,@EthanBlake2,1,0,"[-0.04796665, -0.02189595]"
America's first crackhead president delivers....,@darylmcintyre3838,0,0,"[0.05424917, -0.036820352]"
"You calling it bizarre ? Is that the first word that came to your mind to describe this monstruosity ? Let me give you few adjectives you could have use instead : Scary, shameful, disgusting, ridiculous, outrageous...Stop minimizing what is now a dangerous reality.",@OhleKiki,0,0,"[-0.012648823, -0.0015595258]"
He is Elon Musk's dog!,@timeless-ep3po,1,0,"[0.0076423176, -0.015043093]"
Americans elected Jimmy De Santa from GTA5 to run their country.,@amisotheist,2,0,"[-0.022948613, 0.008765504]"
"The most Black Mirror thing I have ever witnessed. Omg, actually can't believe he posted this. How are republicans not embarrassed at this? Like how can you look at him as a leader who cares about you when he literally onky cares about money and creating anjther dubai for his own selfish interests?",@Natta44,0,0,"[0.012455569, -0.07678506]"
"I mean, all things considered, I think it's better to live in a riviera than in a place completely destroyed by war",@BartlomiejDmowski,4,5,"[-0.026012395, -0.0380085]"
I'd pay to visit it though. Like this comment if you would too. Be honest guys 😅,@christinerose8050,1,0,"[-0.00882722, -0.011721183]"
"Sick. The images of a gold Trump, the words of the song are concerning. Gave me bad strange vibes. Do not ignore it. He is showing himself. With musk.",@l.k.1111,1,0,"[0.003357161, 0.009016903]"
"This should not be endorsed for any reasonEurope, Canada, Japan and all other countries should strongly oppose this.",@international-F3000,0,0,"[-0.008668314, -0.01400227]"
"A golden statue of “self”, the pride of life, bearded belly dancers, with the swelling red balloons of Baal? Are we seeing a repeat of the Luciferian isolatry of Nebuchadnezzar, king of Babylon,  from Daniel chapter 3? Here we see an AI generated vision of Gaza becoming a “Club Med”, a beach fleshpot in the land of Canaan. And all funded by the international bankers, who write checks out of thin air. And all this happening right there in the ancient coastal stronghold of the Philistines? Are we looking at a global vision of the coming “golden Age”, and that being the emergence of Mystery Babylon from Revelation 17-18? We cannot “unsee” what is being presented here. This is all so very troubling. Many here in America had hoped for better.",@GavinFinley153,1,0,"[-0.01417949, 0.01994579]"
Lachend in die Kreissäge. 🤪,@mredneb3573,0,0,"[-0.0016560403, 0.045162432]"
Belly dancers have beards at 0:15  🤔,@dojione7743,2,0,"[-0.042193323, -0.032616153]"
"He didnt make the AI. he just shared it like you. Prob blew his mind too. Gonna have to be more on the ball in what we see.Guardian adding old speech the AI  at end, has just become a new AI in itself that they did do!",@carole8169,0,0,"[0.02116551, 0.035547577]"
"It’s clear Elon Musk made this, right? Or of his high school graduates on DOGE?",@Jolie_Folie,0,0,"[0.0055681146, -0.018193869]"
I am so glad I never voted for this fool. This is beyond pathetic..smh,@carlossaenz7485,0,0,"[-0.0060073584, 0.0021065304]"
All can see Donlad Trump is isolationist. Ha ha ha.,@michalxinski9127,0,0,"[-0.012940313, -0.046976108]"
Does anyone see the satire?,@lappynet,2,1,"[-0.032396328, -0.0020830487]"
THUMBS UP??? 👍🏼To show the idiocy and decadence.  Or THUMBS DOWN ????👎 because of the idiocy and decadence.,@sharongillesp,1,0,"[-0.036314026, 0.010148827]"
I should get pay for seeing this,@Stefano1109,0,0,"[0.007317957, 0.010511815]"
This is insane 😩,@NIGHTHAWK-8050,0,0,"[0.010678483, -0.026591754]"
This is most likely a trick deployed by the enemy. They're the only ones who create Trump statues. Don't believe it. It's a trick to manipulate your emotions.,@angelique544,0,1,"[0.01576778, -0.02281265]"
OMG.🤮😳😞🫣,@sharongillesp,1,0,"[-0.011303324, -0.034463383]"
Giving Kim Jung un energy😂,@djones3700,0,0,"[0.017491793, -0.06047347]"
I can’t believe this kind of a person is a president. If the president is sick the community will be,@SonOfAdam314,0,0,"[0.031070417, -0.017382262]"
Ew ew ew 🤢🤢🤢,@ParadiseQuestMangaka,0,0,"[-0.039741084, -0.03923044]"
This can't true.,@CherylShear,0,1,"[0.013845471, 0.0012660265]"
So some has pointed out that this video is pointing out trump’s failures 😂,@Skunkyb01,0,0,"[-0.029885082, -0.06244566]"
"This is visionary. True genius. What is the alternative? Constant war, relief programs and living in dirt because of extremists? DJT needs applauding!",@Geoff-z1t,3,1,"[0.028238136, -0.06125924]"
"""Bizarre"" The Guardian?Only ""bizarre""?Would you have said the same if Putin published a video like that on Ukraine?History will tell who closed their eyes on genocides?",@PIayerJ,0,0,"[-0.022274548, 0.019240653]"
Bro we truly are in the darkest timeline,@Gobro-z1g,0,0,"[0.002352744, 0.007922364]"
Trump is an absolute fool.,@Corkboard753,1,0,"[-0.0012847368, -0.014490734]"
"No more tunnels, no more fear!Trump Gaza is finally here! 🫶",@alleykat1750,1,0,"[-0.0014412915, -0.07953225]"
This is gonna be hilarious to read on history's books,@jacfon2,0,0,"[-0.03338991, -0.010409866]"
Make the World America Again.,@beyondthekarmamatrix,1,0,"[-0.024108445, 0.00402603]"
It's just the beginning,@Wizard-ox7ss,0,0,"[-0.035764553, -0.009803641]"
"This kind of videos can may be creats 2.0 version of ""H***S"" To secure his own place. So dont underestimate the humans feelings",@marsookrahman4125,0,0,"[-0.06253796, -0.029846424]"
This is sick.,@jenniferflanders883,0,0,"[-0.005770975, 0.007483088]"
W Trump,@nswag2706,1,0,"[0.009708524, -0.032654293]"
this will surely bring down the price of eggs,@extazy9944,1056,24,"[0.036357976, -0.039907444]"
Imagine killing hundreds of thousands and parodying it with this video. Glad I am not American.,@hummingbir6,6,4,"[-0.043877993, -0.018652445]"
Shaytan Trump and Nethanjahu may your punishment be huge,@yasins2131,0,0,"[-0.026103986, -0.01623879]"
"You can't stop the force of stupidity, but you can change its direction",@robertwilk4,0,0,"[-0.029399449, 0.028867278]"
Trump's non-sense insanity is bringing many to their sanity senses I guess!,@theReformer2210,1,0,"[0.008435596, 0.005573675]"
W trump,@cuh720,0,0,"[0.013736384, -0.045525096]"
What an embarrassment for the US to have a nutcase as president Hes crazy,@Irishandproud2707,4,0,"[0.015167989, 8.2523286e-05]"
😂😂😂😂😂😂😂,@Biden_83,0,0,"[-0.010790561, 0.037765387]"
South park or real life?,@danielmcallahan,2,0,"[-0.03727526, -0.04716245]"
حسبي الله ونعم الوكيل,@nadine-j7g,3,0,"[-0.02498866, 0.05274362]"
He pushes our emaginations to the limits..That we are less shocked what will happen2030 ww3 is comming,@SeRadoful,0,0,"[-0.026450966, -0.01716459]"
Mister Dumb Trump,@onemanjo2,1,0,"[-0.037370957, -0.0033245385]"
Dystopian AF,@SabaMalik-v8p,1,0,"[-0.023327775, 0.031844724]"
Shameful act,@ravindercheema8920,1,0,"[-0.0038543572, -0.007907442]"
❤❤❤❤❤❤❤❤❤❤❤,@bernicehagins643,1,0,"[-0.010790561, 0.037765387]"
Don't worry folks..the Palestinians can afford to stay,@tommybrown9534,0,0,"[0.07478472, -0.07282198]"
So you take a mass grave site and do what with it? Build condos?,@mikeutube7888,1,0,"[-0.017526703, -0.0061431546]"
Tackling all the most important problems first,@theknight8036,4,0,"[0.020689132, -0.014490263]"
So bad or magnificent .which Donald,@ozozturk8177,0,0,"[0.025059704, -0.031699684]"
Disgusting people running and ruining this country.,@metrodetroitbaseballclub7672,0,0,"[-0.033185426, -0.011954317]"
The bearded belly dancers really sold this to me…how do I buy in?,@alexstoyanoff7434,0,0,"[0.00895923, -0.027452918]"
0:27 literally a gold statue of our new lord and savior.,@altimmons,0,0,"[0.020302212, -0.012602081]"
"This is a nightmare, it can't be real. What kind of man is him? Is he really so shameless?",@francomarabello2560,0,0,"[0.006178175, -0.060551025]"
Is it Arkadag?,@jrgenjlsteinsndroltren9044,0,0,"[-0.048265215, 0.00055547163]"
It's over,@fryingpan7583,0,0,"[0.025258757, 0.014512055]"
It makes Las Vegas look almost tasteful.,@JamesAtkinson-bf9qk,0,0,"[-0.008596564, -0.02048956]"
"..First prize in ideas, innovations and projects of shamelessness.",@Carlos-m2v1w,0,0,"[-0.022879314, -0.004849043]"
What is more impressive is that there are still people supporting this beast.,@angelinacar2,1,0,"[-0.008379739, -0.005967068]"
Better than it is now. No doubt the raging left will find a way to complain.,@willojames9910,0,0,"[-0.0053041466, -0.026100874]"
"We didnt know we needed this song !!!!Once long time ago there was ONE KING, than they were many KINGS , now we only have KONGS WITHOUT BALLS, THAN THERE IS TRUMPY  THE KING OF TODAY KONGS WITHOUT BALLS",@jannovak1516,0,0,"[-0.04932589, -0.017063562]"
"I watch this video and all I hear is Phoebe´s voice screaming ""my eyes, my eyes, my eeeeeyes""",@christiannienaber7628,0,0,"[0.020853527, -0.020442715]"
That was painful to watch through,@tafheemyeasir1606,1,0,"[0.05381861, -0.053509302]"
If this actually happens I’m warning you all please hide your children!,@tagreeddeeb6941,0,0,"[-0.036709405, -0.031740338]"
Psycho—-s! 😂,@patrickpatrick9132,0,0,"[0.011710729, 0.019262623]"
"It is not Bizarre, you are lying and you are evil.",@allon33,0,0,"[-0.005675855, -0.015331763]"
He's ridiculous 😊,@dawnwilliams969,0,0,"[-0.017500801, -0.045484044]"
He's ridiculous 😊,@dawnwilliams969,0,0,"[-0.017500801, -0.045484044]"
Il prossimo futuro?,@marytancredi4729,0,0,"[-0.025224315, 0.021104038]"
Whoever my dealer is he hoooed me up because this cant be real,@jeai,0,0,"[-0.022406114, -0.023041602]"
Biff tunnen,@FornelloVegano,1,0,"[-0.057815257, 0.011462692]"
I love it.  Great idea from Trump,@abc-ed1nr,0,0,"[-0.031531017, -0.030253459]"
9/10th's of the worlds population knows this is a really bad idea.,@Tigershark-qy2gq,0,0,"[0.03324277, -0.005875476]"
I absolutely love the media falling for this one. 😂😂😂😂,@repairworld2367,1,0,"[-0.02908637, -0.0059967637]"
I'm now convinced without a shadow of a doubt these guys not mentally well.,@MB-pc4cs,2,0,"[0.026816547, -0.0010553815]"
Niveau has left the world direction mars ...,@maurice2759,0,0,"[0.014400283, -0.025924727]"
Trump GOAT Troll.,@PeterStuyvesant20s,1,0,"[0.02106724, -0.018996567]"
Hope that Iran will solve the problem and get rid off Trump and Netanjahu. If noone else can do it.,@j.weasel-flink,1,0,"[-0.03128192, -0.015662387]"
Show must go on💪🇺🇸🇺🇸🇺🇸💪,@Iñaki-e1b,1,0,"[-0.025091887, -0.03642375]"
Lyrics:Donald Trump to set you freeBringing the light for all to seeNo more tunnels no more fearTrump Gaza is finally hereTrump Gaza shining brightGolden future a brand new lightPeace and dance the deal is doneTrump Gaza Number OneTrump Gaza shining brightGolden Future a brand new lightFeast and dance the deal is doneTrump Gaza Number One,@FatalistDC,3,3,"[-0.032318026, -0.02598217]"
TRUMP GAZA IS FINALLY HERE!,@JDC352,1,0,"[-0.0014429374, -0.021825142]"
"So illegal immigration to the US is unacceptable, but illegal immigration to Gaza is fine?",@blank54620,1,2,"[0.013730401, -0.05475696]"
Trump = Murderer.                    Netanyahu = Murderer.                           Both are not considered as Human anymore,@daneialjavaid1065,1,0,"[0.012308963, 0.004482912]"
I bet there is a Trump Tower in Donnie’s plans,@DavidFarrar-t9i,0,0,"[-0.009459144, -0.05365876]"
He spits on Gaza… in front of the whole world. The poor children who have lost their homes will have to see this in the future.,@asehelleren8573,207,14,"[-0.023082202, -0.033769846]"
Mad person,@Roozimmu182,0,0,"[-0.01021283, 0.021734761]"
"I want to think that all of this is a global candid camera joke, run by either aliens or some prankster in the matrix.",@backslash68,2,0,"[-0.000808058, 0.007481509]"
Das Video kann nicht echt sein?,@danahartmann1423,0,0,"[-0.021713192, -0.031017397]"
😂😂😂😂 فشر,@creativethought2024,0,0,"[-0.018294694, 0.039016936]"
What happened with us? I think that we're living alternative reality,@Roquetdb,0,0,"[0.024918614, -0.03036548]"
Look at all these enemies of America saying how terrible it is,@HughGoldspiel,0,0,"[-0.044802334, 0.00014502624]"
"Mad man on throne of the most powerful country,now thing who elected him,are they normal? 🤣",@chris74288,0,1,"[-0.028871194, 0.02347526]"
Astagfuriallah,@ZayAk16,1,0,"[-0.04065358, -0.0065080454]"
"Well, if you don’t like it, maybe you should go away",@HughGoldspiel,0,0,"[-0.0129846325, -0.03034276]"
This man is sick beyond belief.,@46kevs,0,0,"[-0.001442636, -0.005006524]"
Wait until we see ones about the Ukrainian minerals and business in Russia.,@mambaman9363,2,0,"[0.002659044, -0.02181585]"
It's been like two days and I'm still laughing. Four more years of the content president to go folks 🥂,@shanustheanus,4,2,"[-0.034636438, -0.017649468]"
USA is SICK,@zero1111fly,3,2,"[-0.013912198, 0.019638348]"
"Shameless, just shameless!! 🤢",@rebelvision8247,11,0,"[-0.0034321107, -0.03411892]"
I cannot believe it. This is the end.,@snoopjohnb9004,10,0,"[0.015649894, -0.004518342]"
Ha ha satirical masterclass and got the desired affect 🤣,@Washynumber9,2,0,"[-0.047254786, -0.055698585]"
Is this the trailer of the new Leslie Nielsen movie??,@HenryJuice,1,0,"[-0.0028439756, -0.00499346]"
